declaration_id,member_id,authority,register_held_by,ward,role,committee,declaration_category,declaration_detail,withheld,registered_date,last_updated_date
D-003533,M-01159,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Vice-Chair,Health and Wellbeing,Directorship,Directorship declared in the register,False,2024-04-23,2025-02-02
D-003534,M-01160,Cambridgeshire County Council,Cambridgeshire County Council,Warboys,Vice-Chair,Environment,Corporate tenancies,Corporate tenancies declared in the register,False,2024-12-12,2024-12-19
D-003535,M-01161,St Ives Town Council,Huntingdonshire District Council,Fenstanton,Mayor,Corporate Governance,Sensitive interest (withheld under s.32),,True,2024-06-30,2024-08-10
D-003536,M-01161,St Ives Town Council,Huntingdonshire District Council,Fenstanton,Mayor,Employment,Sensitive interest (withheld under s.32),,True,2025-04-07,2026-04-02
D-003537,M-01161,St Ives Town Council,Huntingdonshire District Council,Fenstanton,Mayor,Corporate Governance,"Employment, office, trade or profession",Employment declared in the register,False,2023-07-29,2024-04-09
D-003538,M-01161,St Ives Town Council,Huntingdonshire District Council,Fenstanton,Mayor,Planning,Corporate tenancies,Corporate tenancies declared in the register,False,2023-05-27,2023-07-26
D-003539,M-01162,St Ives Town Council,Huntingdonshire District Council,Huntingdon West,Vice-Chair,Environment,Contracts with the authority,Contracts with the authority declared in the register,False,2024-01-11,2024-01-22
D-003540,M-01162,St Ives Town Council,Huntingdonshire District Council,Huntingdon West,Vice-Chair,Finance,Securities,Securities declared in the register,False,2025-07-01,2026-04-27
D-003541,M-01163,Huntingdon Town Council,Huntingdonshire District Council,Warboys,Chair,Employment,Trade union membership,Trade union membership declared in the register,False,2024-05-16,2025-03-14
D-003542,M-01164,Cambridgeshire County Council,Cambridgeshire County Council,Warboys,Councillor,Finance,Land and property in the area,Land and property in the area declared in the register,False,2024-05-02,2024-09-09
D-003543,M-01164,Cambridgeshire County Council,Cambridgeshire County Council,Warboys,Councillor,(none),Land and property in the area,Land and property in the area declared in the register,False,2023-11-27,2024-12-28
D-003544,M-01164,Cambridgeshire County Council,Cambridgeshire County Council,Warboys,Councillor,(none),Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-05-26,2025-09-14
D-003545,M-01165,St Ives Town Council,Huntingdonshire District Council,St Neots Eynesbury,Councillor,Standards,"Employment, office, trade or profession",Employment declared in the register,False,2024-10-09,2025-05-03
D-003546,M-01165,St Ives Town Council,Huntingdonshire District Council,St Neots Eynesbury,Councillor,Corporate Governance,Securities,Securities declared in the register,False,2023-05-26,2023-06-08
D-003547,M-01165,St Ives Town Council,Huntingdonshire District Council,St Neots Eynesbury,Councillor,Overview and Scrutiny,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-03-28,2026-02-23
D-003548,M-01166,Cambridgeshire County Council,Cambridgeshire County Council,St Ives South,Councillor,Health and Wellbeing,Corporate tenancies,Corporate tenancies declared in the register,False,2023-11-04,2023-11-25
D-003549,M-01167,Huntingdonshire District Council,Huntingdonshire District Council,Little Paxton,Councillor,Finance,Land and property in the area,Land and property in the area declared in the register,False,2024-01-29,2024-12-29
D-003550,M-01167,Huntingdonshire District Council,Huntingdonshire District Council,Little Paxton,Councillor,Audit and Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-09-13,2025-10-01
D-003551,M-01167,Huntingdonshire District Council,Huntingdonshire District Council,Little Paxton,Councillor,Standards,Sensitive interest (withheld under s.32),,True,2024-12-22,2025-02-26
D-003552,M-01167,Huntingdonshire District Council,Huntingdonshire District Council,Little Paxton,Councillor,Health and Wellbeing,"Employment, office, trade or profession",Employment declared in the register,False,2024-09-11,2025-01-22
D-003553,M-01167,Huntingdonshire District Council,Huntingdonshire District Council,Little Paxton,Councillor,Environment,Corporate tenancies,Corporate tenancies declared in the register,False,2023-07-10,2024-03-22
D-003554,M-01168,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Councillor,(none),Trade union membership,Trade union membership declared in the register,False,2025-04-12,2025-12-27
D-003555,M-01168,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Councillor,Overview and Scrutiny,Sponsorship,Sponsorship declared in the register,False,2024-11-08,2025-04-07
D-003556,M-01169,St Ives Town Council,Huntingdonshire District Council,St Ives South,Councillor,Planning,Sponsorship,Sponsorship declared in the register,False,2023-11-18,2024-04-26
D-003557,M-01170,Ramsey Town Council,Huntingdonshire District Council,St Ives West,Councillor,Environment,Securities,Securities declared in the register,False,2023-11-27,2024-06-26
D-003558,M-01170,Ramsey Town Council,Huntingdonshire District Council,St Ives West,Councillor,Corporate Governance,Land and property in the area,Land and property in the area declared in the register,False,2025-09-25,2026-02-26
D-003559,M-01170,Ramsey Town Council,Huntingdonshire District Council,St Ives West,Councillor,Licensing,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-10-08,2023-11-17
D-003560,M-01170,Ramsey Town Council,Huntingdonshire District Council,St Ives West,Councillor,Standards,Membership of a political party,Membership of a political party declared in the register,False,2024-03-09,2025-03-08
D-003561,M-01171,Huntingdon Town Council,Huntingdonshire District Council,Warboys,Councillor,Standards,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-09-10,2024-05-28
D-003562,M-01171,Huntingdon Town Council,Huntingdonshire District Council,Warboys,Councillor,Audit and Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-06-14,2024-11-13
D-003563,M-01171,Huntingdon Town Council,Huntingdonshire District Council,Warboys,Councillor,Audit and Governance,Licences to occupy land,Licences to occupy land declared in the register,False,2023-06-12,2023-12-24
D-003564,M-01171,Huntingdon Town Council,Huntingdonshire District Council,Warboys,Councillor,(none),Trade union membership,Trade union membership declared in the register,False,2023-06-01,2024-05-02
D-003565,M-01171,Huntingdon Town Council,Huntingdonshire District Council,Warboys,Councillor,Overview and Scrutiny,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-09-10,2024-10-06
D-003566,M-01172,Cambridgeshire County Council,Cambridgeshire County Council,Somersham,Committee Member,(none),Securities,Securities declared in the register,False,2024-12-29,2025-12-01
D-003567,M-01172,Cambridgeshire County Council,Cambridgeshire County Council,Somersham,Committee Member,Licensing,Sponsorship,Sponsorship declared in the register,False,2025-04-11,2025-12-01
D-003568,M-01172,Cambridgeshire County Council,Cambridgeshire County Council,Somersham,Committee Member,Environment,Land and property in the area,Land and property in the area declared in the register,False,2025-09-13,2026-08-11
D-003569,M-01173,Huntingdon Town Council,Huntingdonshire District Council,St Neots East,Councillor,(none),Corporate tenancies,Corporate tenancies declared in the register,False,2023-09-02,2023-10-03
D-003570,M-01173,Huntingdon Town Council,Huntingdonshire District Council,St Neots East,Councillor,Overview and Scrutiny,Directorship,Directorship declared in the register,False,2024-04-24,2024-09-11
D-003571,M-01173,Huntingdon Town Council,Huntingdonshire District Council,St Neots East,Councillor,Health and Wellbeing,Land and property in the area,Land and property in the area declared in the register,False,2023-06-01,2023-11-24
D-003572,M-01174,Huntingdon Town Council,Huntingdonshire District Council,Warboys,Councillor,Overview and Scrutiny,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-09-29,2025-01-27
D-003573,M-01175,Ramsey Town Council,Huntingdonshire District Council,Little Paxton,Chair,Employment,Corporate tenancies,Corporate tenancies declared in the register,False,2024-08-27,2025-01-05
D-003574,M-01175,Ramsey Town Council,Huntingdonshire District Council,Little Paxton,Chair,Standards,Membership of a political party,Membership of a political party declared in the register,False,2024-08-02,2024-10-01
D-003575,M-01176,Ramsey Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Licensing,Trade union membership,Trade union membership declared in the register,False,2025-08-06,2026-03-04
D-003576,M-01176,Ramsey Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Finance,Corporate tenancies,Corporate tenancies declared in the register,False,2025-04-30,2026-04-25
D-003577,M-01176,Ramsey Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Planning,Directorship,Directorship declared in the register,False,2023-11-12,2024-03-17
D-003578,M-01177,South Cambridgeshire District Council,South Cambridgeshire District Council,St Ives East,Committee Member,(none),Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-08-24,2026-09-22
D-003579,M-01178,Huntingdon Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Environment,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-01-18,2025-01-26
D-003580,M-01178,Huntingdon Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Planning,Land and property in the area,Land and property in the area declared in the register,False,2024-04-15,2024-06-24
D-003581,M-01178,Huntingdon Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Standards,Membership of a political party,Membership of a political party declared in the register,False,2025-06-04,2026-02-05
